search_content,search_engine,page,link_of_news,title,timestamp,media_name
TATA Lawsuits,Bing,1,https://www.msn.com/en-in/news/other/here-s-why-nykaa-is-suing-tata-cliq-ceo-gopal-asthana/ar-AA1q29B2?ocid=BingNewsVerp,Here’s why Nykaa is suing Tata Cliq CEO Gopal Asthana,5mon,Hosted on MSN5mon
TATA Lawsuits,Bing,1,https://www.newsbytesapp.com/news/business/tata-acquires-60-stake-in-pegatron-india-apple-s-assembly-partner/story,Tata buys majority stake in iPhone-maker Pegatron's India unit,11d,newsbytesapp.com11d
TATA Merger,Google,1,./read/CBMicEFVX3lxTE5qQkktdmlvTmJ2Z1NITG1IU2lIaXpVTjk3aXZTeXppVzdsbjE3SjYxU0RwczAzby1Gc2pfZ0E3ZlI2M1hYT1g5eXAwdC1nWHlRdHY4TmxFX2hjVEk2akx5SHdIV2hmWkhDX1gwU09pNlU?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Tech, just merge with Tata Elxsi",2025-01-31,The Ken
TATA Merger,Google,1,./read/CBMizAFBVV95cUxPUmhaTEhoRHV0cXQwQWVPVFhtLW5QTjZXNGRPNmhEYVNQMl9yeENuRFJFRGdYSFVRQVkyMzFQOUxyNVE2SThISDhSN2U1RVFhSEFFN2lIRFdWN09RUlBYanUzTkhCbjc5c2M3dHgwMHhxTUhrZVNNaUlINURVdFRBaEZuOE1FWk5xLTB0MzBSSFE3TDdHYXZva1ZReXBYY1JhTjNDSThTMWRDdWRMQnd0dUFwbmt4ekU1YVNtY0hxc1BvZkZiY2Rna0Y4NWbSAdIBQVVfeXFMT1lGdkxiUlRkUi1YaGc2X1h6WVBNRXplb2F0dUdwYXNLY3NETXY1RVVfeTgyVURCZ0s1OVBHMzB0WUpIaFhqeTdqRldtdzc3NXlqMXdMbGRxdF9uNWEzSm16YXlTcVhfbHFRTWZNUnRKUHBGbGxlUXpfSTZLU2JzWHhIN1NHMjlVVW5BRTBDbGlnaXNGNzFKd3JZdURacXNrREFtdmczeVgxT1BYZ1NmV2kySHRpeFBjeFNoMG1icnozWURXSnlxTUtyQm1ZTm1zYnV3?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Capital, Tata Motors Finance merger receives RBI's approval",2024-10-14,Business Standard
TATA Merger,Google,1,./read/CBMiwwFBVV95cUxPNEY1QmlrWkp4T01NeV9fMmJfaHVQWHFPZURpM2lCelhISUs3OUU1T3RUS1RuSUpjT1JCaXl5bDByWWp5WmtNSUctdjVCUFUyMmRrX3gtNEpWLWE0TUxDYU92anlmb0YzTU04dXlablp3WEFja0x2X0VSX1p2enF6YTdJSER1VWxvRUF6UmdYdTNIZXdNMVBwek5tT2dCb3hIUUVQRG5xXzhjdGxVQkFmMWIwT2E5RVBMRDlQS0xlSXhKSnfSAcgBQVVfeXFMTnZjZ2J1Z0tXWnBlcEZPU2lSSDRoODNRd1d4czZFd05zc1ZKa0NYZUZVNlp1QVE4NlN2YmN1NlBSVmhlNHp3emxocHp2OVRkSzJvSU9aMHZsTEpWamtERW1xa0VXMlVxS2VUSTdzOTVwZlg4U3R4VVN3UExnM2pjcDdvalF0ZWMyVkJkMVBoR3VkUm0wVWZGMXRvaUhESlhJeDk3ci1JWVotWWNmdGtDUjVUQVhqRUx6QW0tYlZ4UFhUM0xyUEtOdHg?hl=en-IN&gl=IN&ceid=IN%3Aen,Tata Sons & Singapore Airlines celebrate Vistara’s merger with Air India,2024-11-18,CNBCTV18
TATA Merger,Google,1,./read/CBMi4gFBVV95cUxQMFBUM0x2dkdDYjJBWHdlb3lCOG9ieWpEU0N1QlNLWTFNMFQtTUV2ZTYwbE9UdG9LR0NyZmZtNVdRSkJkdUFTbkxsekpXa212SEs3SUhlV1B1TE84TzgtekNEdXhpSGx1YUVzVGNrNVhCSzY5Um5vbklfQlZlSUtLRHlIS19NMHZzYzdXWHY3RFFXNmpCXzVveWVVSUxMR0VPQXdjMXA3eHFKMGFDV0tqSjl5VWY2dmlGU0tqcDJ0Qko5WDNhSmxmVngyRFFEZnB4ZzRsZzFfdWl2eERBT01rYl9B0gHnAUFVX3lxTE9IMFRROEVwLVQ0RmJpM2lLNUIyaTFBT1BGeXBYSWVEbENoWkttS1lqc0tlb0RnYjh6UFVHVTlpWmRMQV96TV9RQWoxbWtIb3BvYjlTNGRpTTc1NnZYX0VyRTNyR0o1UE9XaXJwN1ZQU0QwVjd6bUpKTHNHWlhmbHF5dkV6V1NkV3hfMjNFeEVjU0NRaEtlandseEFyMWxCbjFDQm1FUk1pd1JTRGNsMDdoV3I3ak1CMy1OOGxfZ055T1Z2cmZMMTdzd3hVVWdzeDEwdFA3YU13RkxtZFlfdS11dmh0NTdQWQ?hl=en-IN&gl=IN&ceid=IN%3Aen,NCLT asks two Tata NBFCs to seek merger nod from stakeholders,2024-12-07,The Economic Times
TATA Merger,Google,1,./read/CBMi6gFBVV95cUxPek15M1BQSHNKYl82YjkxS0ZpUzZNQ01SdmlwQ3BWdElpZkxvMkJYS3MySnVEM0l3N3ZTQnBxc1Q3Z3hoQXdSRjFpeUhwLUl3UkhmV185QlB2eDM1VGVjc2psVmhyTzVEbUZzM00wbk9WZTFDT3Iya3BCczRzYXVsakNIel9KZEtKZVNaZlpEekJxZTlyWFU4a1g0UGhRR2xja0x3MlE2blV6Z3FKY3NybmoxS0xEenMzdVpwVWNJT1g1eWJFY1FxV0Mxb3dlNjk1eTN2aklCY29uTk9nclg4bjlmTTdTMHJvLXfSAfABQVVfeXFMUFYyZ3d3dllUQVhkdXBaYWQ2ZFFXSHVER1ROZGN4NGJCREotTklDVzlPSHFsUmJITEd4ai1lMEZNU05zcWlWRFFrelNqb1BUTGlCUWU0V1hkQy1uZTVsaU1nOG9HdU9YT25DdTZyQzRPT090RnJLbkJ1SHZ2eldrVnNVaWx5SzZGVkVhcjlDZVhWU2pNSUM4bUFWU2xQbGZUN0twTm9tUlRZT3B1Yk9XUTRQZGZvcnJESThnSnByN1EyRG9mTnMtNW9RRDhLX3dFU1dYSGFicGM5QVV1MndxdjJSZ3RpS3FDOUwzWmJiclF0?hl=en-IN&gl=IN&ceid=IN%3Aen,"Merger with Tata Motors Finance will broaden Tata Capital’s product portfolio, says Fitch",2024-06-24,BusinessLine
TATA Merger,Google,1,./read/CBMijAFBVV95cUxQc1FHajJWRDNEVGd2NnpZeFFKYjlFS25jbElFeUdwa3Vfa3Y2Q1VMNmQyVWtDUmJWYUFLdGRCNzgybjh6UFF6RkphSlQxZDRvMkJUTEhzTC1yYkp1ZG1NNGtoMEhueF9OeC0tTF9VbDQxWTB5dkJEUnh4SFRKWGFiM0VkUEhHckw1NHhMUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Air India-Vistara Merger: Strategic Win or Tata’s Gamble?,2024-09-17,Skift Travel News
TATA Merger,Google,1,./read/CBMiigJBVV95cUxNY1BFSzQwX3FrZFVaY25FSHVUTV9vai01dUF0T2VTN0FHM2tTclBLaElnWWt6Y2h2SHo2WmRIRE1QY29zVGhkMkJlU19DV0ZIX1Q0Z2hyc2I1akdWd19zbVFXSlM5MTl2TEJsUDU3RFlSYzNWc0xBa1ZlbVdIM2V6Q25tNjdId1NFWGlxc0ZXQzJ5b1pZSUg4RDVkV3ZjNDkxU0pfWUd2bzVzSVR4WDNYbmFyQ2FkRC1weGg2WVFZcWVBN0dQR3NnSnhTWDdBLUR1VmczVTZNT0FIUm9qQl8zcF9ZQTh2aHFIU0N6aVpLT0xtM2xELV9tSGp3NWlFMGZ2eHVOYkNtdHpQQdIBjwJBVV95cUxNcnJkbnJ3MDd2UjVqejZPYUU5Z21wWTJOeFY5d3ZLLXctQWVRLUI4MXlLdEI5UURoOUdFUEphRDZ1QjlPQllKZVVnRHptOWV4UGJRLTdKZE9Veks5Y2Y1UnlzQnBSeXA3R3lzc2hmbG05SUJDcDhKS2VLMXZBcmd1TGNYQldnUDF3S3ExcnduNVdDV0hfdVF0SVBlc1lsRDIwb2NPbXV2Qk1UYzBjVXVFRjhlbFhQTmI2bVlLY2haRVI4ZEdBbVJ1VXg5ejBpSm9ZRW4yZ0hrXzBVcXRUOWhDOXNoeFR5eXVxUzZwaVctdzE4UDVhekJTV2RMRjVfOXEtV2JOdXZpWUhKYjZsZ2Mw?hl=en-IN&gl=IN&ceid=IN%3Aen,Air India-Vistara merger completed: Tata-group airline becomes India’s largest international carrier; here’s how,2024-11-12,Mint
TATA Merger,Google,1,./read/CBMiygFBVV95cUxQbTJidEtKbjRaWjRGaFBNbXkycGZSRExSbmtRbkl0WFRLakhFMGliNHpaWjdjRGVkQVVvSjdSaUdPazBLcHJSWnFsVy16UjdVV0ZSb0hVTklWcVJHdm1mWmJ3c0tfZHpwYnBabkdPNVh4TERraXA2cHM1Q2NlN3lTMmYzcU5MNWlaWjNtTXAwM2lTbmkwYkJhdUJXSkxqUkJsRDQxLWY3UE1kMXRQR1FHMl9RVEFEN29vaFkwa3FPZUhyWG5sTU5sUkNn0gHPAUFVX3lxTE0zTW0yY3ZqRXgzWFFhT3pKZWxzaG9ONXJZMkppb3hEWkNVeGhSMlRLR2dNZDl0M2FzQVJ4WlZjbGV3MUszejNkSl9KSGVQUGo4djFKQ0JWN0dwal9QRUlfOW9JUU5idF82eHU1bXBOVlcxZzNBZGswN1NtRXM4b1NOYnRmSjFTd3dpajR5YkwzaDlySTNNbkpuV1JRRC1XUkFEbkJfSmFENGtBcG5PbFZuZ056LXNac2doTnZEejBJYURORkVxU0o3U2VJcERoRQ?hl=en-IN&gl=IN&ceid=IN%3Aen,CCI Approves Proposed Merger Of Tata Motors Finance Limited With Tata Capital Limited,2024-09-12,Live Law - Indian Legal News
TATA Merger,Google,1,./read/CBMi6gFBVV95cUxNbGlhLVFMZ1luTndYWGYxcnF6bWU0ajlpZlBNTVFRZVVxd056bG5EbTl6NVM5T1lBVXBJVUZlaUJqYVp5VmYzclBsdGpMd0xYRkdCWGFtYjAyVS1nQkZaZldLaFQyLXJSWE5XMnh0cGttdDlUTDJUSUpaQmg4YnpodWx4MzE0M3BBbHM0b0ExWTFsQjQ5ZGlKQjk2R3pGaVJYTFRqUGd5YU1HUU9VQ0QzdUJFZW5UWUNSZS16Q3VxNkxjM0c1RmktZjYzSURFMVd6dkdlbVVhWFVtVlRJRFU0NU9Cc0YxMDYzVGc?hl=en-IN&gl=IN&ceid=IN%3Aen,Bharti Airtel-Tata Play entity may not have representatives from Tata Group on board,2025-01-07,Business Today
TATA Merger,Google,1,./read/CBMi9wFBVV95cUxPRFpVbkhaald2WnliT1U5cEJxVXBCTzRJcDAwYTdxSFkyQlRpWGJieTNyMVNndWwtT2w0M1RhQTN2UXh2V3V3Nm54R2w1OGU2M01jaGRoTHh2bkpzVExYQ0xKWHNUSVhRUll4eUVpbmlFR3pOZkNoS0JrQW04ZnBSaDNCTmJfbGpQdDRqcDhseE9MbzlQMGVnNXFuNUEzcGUzVWc0Qi1QV1A5NEYyQWFGdlExYUt5YjNaUUZTNm95SkJIbHBCR3J1Sm5CUG1jUFJUSWhCazU2Y1JmcnBQZGNEWDdJeDBwcFJEZHh6UG1Edkx4TVplLXY40gH8AUFVX3lxTE5vaUo3ZlZlX2ZFRmVMc0NjZWtmdVBvQUsxSVZlNHZzdElZN3lHUTRzNld3QlRRZWhfTl9KQ25pa1ItdU5lRms5dk5kX21ZTmhkYVQ2UVdyZm9FM0lwcWhPVk5Pb0hQbXZyUUc0RWJtdFViR2xsamtBTVM5S0Jkc1hLRjYxV3pLS1JDV3JGeVZfSElSOUozRkY3ZXh3RGxHUk5lSnJ1cHV5UzdzS09iTC1GZWlZcW85NXlTc0hMZlp2OE9ScVdna3lCT2VmZk0xb1JMcVFienJXejJINUhaOTdCSWozS1lNOVlPVHB4SlFBVTBZRzdsTDdLNW9zcg?hl=en-IN&gl=IN&ceid=IN%3Aen,"Vistara merger done, Singapore Airlines now 25.1% stakeholder in Tata's Air India",2024-11-12,The Times of India
TATA Merger,Google,2,./read/CBMicEFVX3lxTE5qQkktdmlvTmJ2Z1NITG1IU2lIaXpVTjk3aXZTeXppVzdsbjE3SjYxU0RwczAzby1Gc2pfZ0E3ZlI2M1hYT1g5eXAwdC1nWHlRdHY4TmxFX2hjVEk2akx5SHdIV2hmWkhDX1gwU09pNlU?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Tech, just merge with Tata Elxsi",2025-01-31,The Ken
TATA Merger,Google,2,./read/CBMizAFBVV95cUxPUmhaTEhoRHV0cXQwQWVPVFhtLW5QTjZXNGRPNmhEYVNQMl9yeENuRFJFRGdYSFVRQVkyMzFQOUxyNVE2SThISDhSN2U1RVFhSEFFN2lIRFdWN09RUlBYanUzTkhCbjc5c2M3dHgwMHhxTUhrZVNNaUlINURVdFRBaEZuOE1FWk5xLTB0MzBSSFE3TDdHYXZva1ZReXBYY1JhTjNDSThTMWRDdWRMQnd0dUFwbmt4ekU1YVNtY0hxc1BvZkZiY2Rna0Y4NWbSAdIBQVVfeXFMT1lGdkxiUlRkUi1YaGc2X1h6WVBNRXplb2F0dUdwYXNLY3NETXY1RVVfeTgyVURCZ0s1OVBHMzB0WUpIaFhqeTdqRldtdzc3NXlqMXdMbGRxdF9uNWEzSm16YXlTcVhfbHFRTWZNUnRKUHBGbGxlUXpfSTZLU2JzWHhIN1NHMjlVVW5BRTBDbGlnaXNGNzFKd3JZdURacXNrREFtdmczeVgxT1BYZ1NmV2kySHRpeFBjeFNoMG1icnozWURXSnlxTUtyQm1ZTm1zYnV3?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Capital, Tata Motors Finance merger receives RBI's approval",2024-10-14,Business Standard
TATA Merger,Google,2,./read/CBMiwwFBVV95cUxPNEY1QmlrWkp4T01NeV9fMmJfaHVQWHFPZURpM2lCelhISUs3OUU1T3RUS1RuSUpjT1JCaXl5bDByWWp5WmtNSUctdjVCUFUyMmRrX3gtNEpWLWE0TUxDYU92anlmb0YzTU04dXlablp3WEFja0x2X0VSX1p2enF6YTdJSER1VWxvRUF6UmdYdTNIZXdNMVBwek5tT2dCb3hIUUVQRG5xXzhjdGxVQkFmMWIwT2E5RVBMRDlQS0xlSXhKSnfSAcgBQVVfeXFMTnZjZ2J1Z0tXWnBlcEZPU2lSSDRoODNRd1d4czZFd05zc1ZKa0NYZUZVNlp1QVE4NlN2YmN1NlBSVmhlNHp3emxocHp2OVRkSzJvSU9aMHZsTEpWamtERW1xa0VXMlVxS2VUSTdzOTVwZlg4U3R4VVN3UExnM2pjcDdvalF0ZWMyVkJkMVBoR3VkUm0wVWZGMXRvaUhESlhJeDk3ci1JWVotWWNmdGtDUjVUQVhqRUx6QW0tYlZ4UFhUM0xyUEtOdHg?hl=en-IN&gl=IN&ceid=IN%3Aen,Tata Sons & Singapore Airlines celebrate Vistara’s merger with Air India,2024-11-18,CNBCTV18
TATA Merger,Google,2,./read/CBMi4gFBVV95cUxQMFBUM0x2dkdDYjJBWHdlb3lCOG9ieWpEU0N1QlNLWTFNMFQtTUV2ZTYwbE9UdG9LR0NyZmZtNVdRSkJkdUFTbkxsekpXa212SEs3SUhlV1B1TE84TzgtekNEdXhpSGx1YUVzVGNrNVhCSzY5Um5vbklfQlZlSUtLRHlIS19NMHZzYzdXWHY3RFFXNmpCXzVveWVVSUxMR0VPQXdjMXA3eHFKMGFDV0tqSjl5VWY2dmlGU0tqcDJ0Qko5WDNhSmxmVngyRFFEZnB4ZzRsZzFfdWl2eERBT01rYl9B0gHnAUFVX3lxTE9IMFRROEVwLVQ0RmJpM2lLNUIyaTFBT1BGeXBYSWVEbENoWkttS1lqc0tlb0RnYjh6UFVHVTlpWmRMQV96TV9RQWoxbWtIb3BvYjlTNGRpTTc1NnZYX0VyRTNyR0o1UE9XaXJwN1ZQU0QwVjd6bUpKTHNHWlhmbHF5dkV6V1NkV3hfMjNFeEVjU0NRaEtlandseEFyMWxCbjFDQm1FUk1pd1JTRGNsMDdoV3I3ak1CMy1OOGxfZ055T1Z2cmZMMTdzd3hVVWdzeDEwdFA3YU13RkxtZFlfdS11dmh0NTdQWQ?hl=en-IN&gl=IN&ceid=IN%3Aen,NCLT asks two Tata NBFCs to seek merger nod from stakeholders,2024-12-07,The Economic Times
TATA Merger,Google,2,./read/CBMijAFBVV95cUxQc1FHajJWRDNEVGd2NnpZeFFKYjlFS25jbElFeUdwa3Vfa3Y2Q1VMNmQyVWtDUmJWYUFLdGRCNzgybjh6UFF6RkphSlQxZDRvMkJUTEhzTC1yYkp1ZG1NNGtoMEhueF9OeC0tTF9VbDQxWTB5dkJEUnh4SFRKWGFiM0VkUEhHckw1NHhMUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Air India-Vistara Merger: Strategic Win or Tata’s Gamble?,2024-09-17,Skift Travel News
TATA Merger,Google,2,./read/CBMi6gFBVV95cUxPek15M1BQSHNKYl82YjkxS0ZpUzZNQ01SdmlwQ3BWdElpZkxvMkJYS3MySnVEM0l3N3ZTQnBxc1Q3Z3hoQXdSRjFpeUhwLUl3UkhmV185QlB2eDM1VGVjc2psVmhyTzVEbUZzM00wbk9WZTFDT3Iya3BCczRzYXVsakNIel9KZEtKZVNaZlpEekJxZTlyWFU4a1g0UGhRR2xja0x3MlE2blV6Z3FKY3NybmoxS0xEenMzdVpwVWNJT1g1eWJFY1FxV0Mxb3dlNjk1eTN2aklCY29uTk9nclg4bjlmTTdTMHJvLXfSAfABQVVfeXFMUFYyZ3d3dllUQVhkdXBaYWQ2ZFFXSHVER1ROZGN4NGJCREotTklDVzlPSHFsUmJITEd4ai1lMEZNU05zcWlWRFFrelNqb1BUTGlCUWU0V1hkQy1uZTVsaU1nOG9HdU9YT25DdTZyQzRPT090RnJLbkJ1SHZ2eldrVnNVaWx5SzZGVkVhcjlDZVhWU2pNSUM4bUFWU2xQbGZUN0twTm9tUlRZT3B1Yk9XUTRQZGZvcnJESThnSnByN1EyRG9mTnMtNW9RRDhLX3dFU1dYSGFicGM5QVV1MndxdjJSZ3RpS3FDOUwzWmJiclF0?hl=en-IN&gl=IN&ceid=IN%3Aen,"Merger with Tata Motors Finance will broaden Tata Capital’s product portfolio, says Fitch",2024-06-24,BusinessLine
TATA Merger,Google,2,./read/CBMiigJBVV95cUxNY1BFSzQwX3FrZFVaY25FSHVUTV9vai01dUF0T2VTN0FHM2tTclBLaElnWWt6Y2h2SHo2WmRIRE1QY29zVGhkMkJlU19DV0ZIX1Q0Z2hyc2I1akdWd19zbVFXSlM5MTl2TEJsUDU3RFlSYzNWc0xBa1ZlbVdIM2V6Q25tNjdId1NFWGlxc0ZXQzJ5b1pZSUg4RDVkV3ZjNDkxU0pfWUd2bzVzSVR4WDNYbmFyQ2FkRC1weGg2WVFZcWVBN0dQR3NnSnhTWDdBLUR1VmczVTZNT0FIUm9qQl8zcF9ZQTh2aHFIU0N6aVpLT0xtM2xELV9tSGp3NWlFMGZ2eHVOYkNtdHpQQdIBjwJBVV95cUxNcnJkbnJ3MDd2UjVqejZPYUU5Z21wWTJOeFY5d3ZLLXctQWVRLUI4MXlLdEI5UURoOUdFUEphRDZ1QjlPQllKZVVnRHptOWV4UGJRLTdKZE9Veks5Y2Y1UnlzQnBSeXA3R3lzc2hmbG05SUJDcDhKS2VLMXZBcmd1TGNYQldnUDF3S3ExcnduNVdDV0hfdVF0SVBlc1lsRDIwb2NPbXV2Qk1UYzBjVXVFRjhlbFhQTmI2bVlLY2haRVI4ZEdBbVJ1VXg5ejBpSm9ZRW4yZ0hrXzBVcXRUOWhDOXNoeFR5eXVxUzZwaVctdzE4UDVhekJTV2RMRjVfOXEtV2JOdXZpWUhKYjZsZ2Mw?hl=en-IN&gl=IN&ceid=IN%3Aen,Air India-Vistara merger completed: Tata-group airline becomes India’s largest international carrier; here’s how,2024-11-12,Mint
TATA Merger,Google,2,./read/CBMi1AFBVV95cUxQN2RXU2xsbGxKNXJLVExuTXdlUks2SkxxNlpyNXRUOVFXdktHdGRveDFIQ2p3RHl6QmlVdHVQUU11amZJbXBfM0NZdEZ0bnlaVldzLVgydHQyd1p5MkF1NHBwRnR0VGp1eUFjMWlfZGFDb25qNkNpX2FpMlNpX2hUZVZlSzIyUlBHLS1zOXZUT0RRSzh5TnJfTDN6NndDQmlkWXg5dW5QckdEWUFrRmptemhFU2tEMHN4emxxZEgtSHIyNkhLc0pYNTNOSFRHSHNaVnFSMNIB2gFBVV95cUxOdV9MOUR0Q1Q1Z0swYzBpZWhMLVVhdG1FWEdBbG9OQXNCY0hWS2dNVXFPREwtbVdDZ25oSHlCc0d4OXBMMHpKX0lBWVFxMk1pczM3NHNUb2F1aWo3Z2tfR1BfUnJUMk4zb29Pa3pyY0hKNEJBbmlSX19uNVozblRjcVZGLTJZRE96cjE5ZGZaelQ5QmJQWklmZmZ3S3JGNnBpZ09OZGkxaWl0OEE1UFJPSy1qTTB6RXdycUdlWHRGdTdna3lpYzZOaVJ3ZXVvM2ZFemVtUnl5Y0NrQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Tata Capital and Tata Motors Finance merger: NCLT asks NBFCs to seek shareholders' nod,2024-12-07,ET Now
TATA Merger,Google,2,./read/CBMiygFBVV95cUxQbTJidEtKbjRaWjRGaFBNbXkycGZSRExSbmtRbkl0WFRLakhFMGliNHpaWjdjRGVkQVVvSjdSaUdPazBLcHJSWnFsVy16UjdVV0ZSb0hVTklWcVJHdm1mWmJ3c0tfZHpwYnBabkdPNVh4TERraXA2cHM1Q2NlN3lTMmYzcU5MNWlaWjNtTXAwM2lTbmkwYkJhdUJXSkxqUkJsRDQxLWY3UE1kMXRQR1FHMl9RVEFEN29vaFkwa3FPZUhyWG5sTU5sUkNn0gHPAUFVX3lxTE0zTW0yY3ZqRXgzWFFhT3pKZWxzaG9ONXJZMkppb3hEWkNVeGhSMlRLR2dNZDl0M2FzQVJ4WlZjbGV3MUszejNkSl9KSGVQUGo4djFKQ0JWN0dwal9QRUlfOW9JUU5idF82eHU1bXBOVlcxZzNBZGswN1NtRXM4b1NOYnRmSjFTd3dpajR5YkwzaDlySTNNbkpuV1JRRC1XUkFEbkJfSmFENGtBcG5PbFZuZ056LXNac2doTnZEejBJYURORkVxU0o3U2VJcERoRQ?hl=en-IN&gl=IN&ceid=IN%3Aen,CCI Approves Proposed Merger Of Tata Motors Finance Limited With Tata Capital Limited,2024-09-12,Live Law - Indian Legal News
TATA Merger,Google,2,./read/CBMi6gFBVV95cUxNbGlhLVFMZ1luTndYWGYxcnF6bWU0ajlpZlBNTVFRZVVxd056bG5EbTl6NVM5T1lBVXBJVUZlaUJqYVp5VmYzclBsdGpMd0xYRkdCWGFtYjAyVS1nQkZaZldLaFQyLXJSWE5XMnh0cGttdDlUTDJUSUpaQmg4YnpodWx4MzE0M3BBbHM0b0ExWTFsQjQ5ZGlKQjk2R3pGaVJYTFRqUGd5YU1HUU9VQ0QzdUJFZW5UWUNSZS16Q3VxNkxjM0c1RmktZjYzSURFMVd6dkdlbVVhWFVtVlRJRFU0NU9Cc0YxMDYzVGc?hl=en-IN&gl=IN&ceid=IN%3Aen,Bharti Airtel-Tata Play entity may not have representatives from Tata Group on board,2025-01-07,Business Today
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEiXbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2fdisney-strikes-deal-sell-stake-161500438.html/RK=2/RS=B3YD.EI3lTCpR_RCui4NmfhMl5E-,"Disney strikes deal to sell stake in India's Tata Play, Bloomberg News reports",9 months ago · ,Reuters ·  via Yahoo News
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEi3bQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fratan-tata-austere-indian-tycoon-150523359.html%3ffr%3dsycsrp_catchall/RK=2/RS=WXXvm1szTfGCeRcD8Bef2LFQcJA-,"Ratan Tata, austere Indian tycoon who bought Jaguar Land Rover but lost a...",4 months ago · ,The Telegraph ·  via Yahoo Finance
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEjXbQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-sons-raises-stake-034639433.html%3ffr%3dsycsrp_catchall/RK=2/RS=rwEqKbvTT4wDp6v8iaUft5LjPsM-,"India's Tata Sons raises stake in Tata Play, Temasek exits, Economic Times...",9 months ago · ,Reuters ·  via Yahoo Finance
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEj3bQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-said-sell-stake-tata-022649109.html%3ffr%3dsycsrp_catchall/RK=2/RS=QsP2xH4vXXyXMoJYVvlQdSw9Jv0-,Disney Is Said to Sell Stake in Tata’s India TV Platform,8 months ago · ,Bloomberg ·  via Yahoo Finance
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEkXbQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fair-india-ceo-meets-india-112842687.html%3ffr%3dsycsrp_catchall/RK=2/RS=HEPUAnS9MSR7QgXdlRKsSoC0LzQ-,Air India CEO meets India antitrust chief on pending Vistara merger -sources,2 years ago · ,Reuters ·  via Yahoo Finance
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEk3bQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fair-india-strives-revive-fortunes-153729188.html%3ffr%3dsycsrp_catchall/RK=2/RS=8xe6felZhf8GuGwM4UpojnZvhNM-,Air India strives to revive its fortunes with Tata money,2 years ago · ,Reuters ·  via Yahoo Finance
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkElXbQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2fwww.aol.com%2fdeal-create-one-world-largest-114826582.html/RK=2/RS=r_9VM7dUrTjC9Yhh3HURVmtYuys-,Deal to create one of world’s largest airline groups gets regulator approval,5 months ago · ,The Independent US ·  via AOL
TATA Merger,Yahoo,1,https://r.search.yahoo.com/_ylt=Awr.0PYzOKNneIkEl3bQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738778803/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fsingapore-airlines-gets-indias-fdi-004403487.html%3ffr%3dsycsrp_catchall/RK=2/RS=IZnFmOm81_5U9tywimto8X8GVsE-,Air India to operate Vistara flights from November as merger gets key approval,5 months ago · ,Reuters ·  via Yahoo Finance
